fbgn	protein_id	total_length	disorder_fraction	max_disordered_region	n_disordered_residues	mean_score
FBgn0038398	FBpp0082679	387	0.3359	37	130	0.3612
FBgn0010379	FBpp0082682	611	0.5303	88	324	0.4071
FBgn0052855	FBpp0082688	552	0.7681	148	424	0.4778
FBgn0038397	FBpp0082689	1732	0.3245	32	562	0.3640
FBgn0024222	FBpp0293344	717	0.5202	53	373	0.4015
FBgn0038395	FBpp0312591	263	0.3802	21	100	0.3517
FBgn0002783	FBpp0082692	1209	0.6286	107	760	0.4490
FBgn0052856	FBpp0082693	107	0.7103	29	76	0.4489
FBgn0038388	FBpp0082694	333	0.4955	53	165	0.3844
FBgn0051088	FBpp0423119	70	0.3143	15	22	0.3023
FBgn0038386	FBpp0082696	263	0.7795	88	205	0.4933
FBgn0027657	FBpp0082699	153	0.3660	17	56	0.3569
FBgn0038380	FBpp0082703	254	0.4213	36	107	0.3677
FBgn0003319	FBpp0082704	787	0.6010	271	473	0.4659
FBgn0038401	FBpp0082705	330	0.3333	34	110	0.3376
FBgn0063649	FBpp0112387	603	0.3499	68	211	0.3216
FBgn0038404	FBpp0082707	670	0.2284	60	153	0.2951
FBgn0051287	FBpp0082710	222	0.7072	63	157	0.4452
FBgn0040071	FBpp0082711	916	0.6900	138	632	0.4625
FBgn0020407	FBpp0082713	689	0.4731	45	326	0.3965
FBgn0020399	FBpp0082714	369	0.8862	171	327	0.4955
FBgn0038412	FBpp0082720	495	0.3758	37	186	0.3264
FBgn0038414	FBpp0082721	485	0.2206	46	107	0.2694
FBgn0038415	FBpp0271727	491	0.2220	37	109	0.2824
FBgn0038416	FBpp0082723	502	0.1932	60	97	0.2717
FBgn0040271	FBpp0082725	1114	0.6813	87	759	0.4483
FBgn0038407	FBpp0082730	555	0.2252	53	125	0.2822
FBgn0024491	FBpp0082731	150	0.6533	23	98	0.4350
FBgn0038402	FBpp0310462	283	0.4841	29	137	0.4029
FBgn0038400	FBpp0082733	226	0.3142	32	71	0.3552
FBgn0038418	FBpp0290729	924	0.8452	177	781	0.4974
FBgn0027095	FBpp0082735	173	0.6243	38	108	0.4135
FBgn0051279	FBpp0290648	454	0.5463	72	248	0.3915
FBgn0038424	FBpp0082737	419	0.3270	52	137	0.3735
FBgn0038425	FBpp0082738	286	0.4860	56	139	0.3752
FBgn0038429	FBpp0082740	454	0.5352	35	243	0.3994
FBgn0038431	FBpp0110070	268	0.3209	30	86	0.3511
FBgn0038432	FBpp0082742	330	0.4091	33	135	0.3448
FBgn0027053	FBpp0082743	327	0.4373	45	143	0.3919
FBgn0038435	FBpp0110262	667	0.3418	45	228	0.3633
FBgn0038436	FBpp0082745	669	0.3139	26	210	0.3571
FBgn0038445	FBpp0082752	495	0.2384	18	118	0.3479
FBgn0038446	FBpp0082754	119	0.3277	26	39	0.3560
FBgn0028381	FBpp0082755	308	0.4968	41	153	0.4083
FBgn0038439	FBpp0290916	2240	0.4844	158	1085	0.4027
FBgn0038438	FBpp0082758	261	0.2184	23	57	0.2814
FBgn0038437	FBpp0082759	120	0.5000	23	60	0.3961
FBgn0044826	FBpp0303080	583	0.5780	187	337	0.4381
FBgn0038428	FBpp0082765	263	0.7072	61	186	0.4698
FBgn0038426	FBpp0082767	113	0.7788	36	88	0.4872
FBgn0003513	FBpp0297168	1015	0.5438	144	552	0.4261
FBgn0038423	FBpp0289901	215	0.9070	151	195	0.5127
FBgn0038422	FBpp0082771	637	0.7551	266	481	0.4814
FBgn0038421	FBpp0082773	60	1.0000	60	60	0.6039
FBgn0038420	FBpp0082774	165	0.1818	21	30	0.2246
FBgn0038419	FBpp0082775	179	0.5754	55	103	0.4084
FBgn0038447	FBpp0082777	442	0.4977	52	220	0.4172
FBgn0027109	FBpp0082778	102	0.5000	22	51	0.3606
FBgn0038449	FBpp0082779	499	0.2465	24	123	0.3216
FBgn0038450	FBpp0082780	499	0.1944	21	97	0.3175
FBgn0038451	FBpp0290087	510	0.2686	33	137	0.3439
FBgn0015520	FBpp0082785	630	0.7571	142	477	0.4888
FBgn0038453	FBpp0082786	197	0.2081	16	41	0.2607
FBgn0015019	FBpp0082787	544	0.3180	22	173	0.3564
FBgn0015230	FBpp0082790	507	0.2742	47	139	0.2816
FBgn0063261	FBpp0082792	101	0.1782	3	18	0.3553
FBgn0003944	FBpp0082793	389	0.3933	33	153	0.3791
FBgn0051217	FBpp0082798	628	0.4968	38	312	0.3924
FBgn0038455	FBpp0428205	308	0.4286	41	132	0.3772
FBgn0015351	FBpp0307589	359	0.5961	42	214	0.4250
FBgn0038454	FBpp0082801	543	0.7477	276	406	0.5449
FBgn0038452	FBpp0082802	473	0.8013	124	379	0.4819
FBgn0022344	FBpp0082803	278	0.6079	87	169	0.4179
FBgn0027562	FBpp0082805	552	0.4239	63	234	0.3624
FBgn0020907	FBpp0082806	184	0.3424	25	63	0.3816
FBgn0038458	FBpp0082809	88	0.0909	7	8	0.2355
FBgn0043069	FBpp0082810	280	0.5786	57	162	0.4293
FBgn0038463	FBpp0082813	552	0.3714	36	205	0.3690
FBgn0038465	FBpp0082814	697	0.5237	60	365	0.4028
FBgn0038466	FBpp0293795	732	0.6393	76	468	0.4294
FBgn0038467	FBpp0082816	481	0.3825	37	184	0.3708
FBgn0038462	FBpp0082818	282	0.4574	29	129	0.3962
FBgn0038461	FBpp0082819	282	0.4255	29	120	0.3935
FBgn0038460	FBpp0082820	94	0.6064	56	57	0.3810
FBgn0015011	FBpp0089085	504	0.2996	54	151	0.3509
FBgn0015008	FBpp0082822	553	0.6962	130	385	0.4465
FBgn0000015	FBpp0082826	493	0.7972	97	393	0.5159
FBgn0000014	FBpp0082829	590	0.5695	111	336	0.4401
FBgn0038468	FBpp0082830	594	0.7778	96	462	0.4855
FBgn0051268	FBpp0082831	434	0.8940	212	388	0.5162
FBgn0038471	FBpp0082832	302	0.3245	21	98	0.3605
FBgn0038476	FBpp0082838	570	0.8509	126	485	0.5076
FBgn0038478	FBpp0082841	979	0.8090	147	792	0.4927
FBgn0051269	FBpp0112313	273	0.1392	14	38	0.3105
FBgn0051265	FBpp0082843	266	0.1955	15	52	0.3378
FBgn0051267	FBpp0082845	275	0.1236	23	34	0.3047
FBgn0038484	FBpp0082846	272	0.2904	23	79	0.3334
FBgn0038485	FBpp0082847	273	0.2967	31	81	0.3433
FBgn0038486	FBpp0082848	643	0.4370	48	281	0.3920
FBgn0038490	FBpp0082850	280	0.4536	40	127	0.4099
FBgn0038491	FBpp0082851	160	0.1750	13	28	0.3127
FBgn0038494	FBpp0082852	407	0.4324	58	176	0.3705
FBgn0051262	FBpp0291992	579	0.1520	32	88	0.2740
FBgn0038492	FBpp0306505	2159	0.8291	267	1790	0.5920
FBgn0038488	FBpp0082855	702	0.3433	103	241	0.3763
FBgn0038487	FBpp0082856	308	0.6883	66	212	0.4604
FBgn0038482	FBpp0292474	265	0.2981	35	79	0.3385
FBgn0038481	FBpp0082858	288	0.2639	18	76	0.3277
FBgn0038479	FBpp0082859	267	0.2434	22	65	0.3163
FBgn0038475	FBpp0082864	776	0.4278	56	332	0.3847
FBgn0038473	FBpp0082867	581	0.6764	96	393	0.4651
FBgn0038472	FBpp0082869	322	0.7795	145	251	0.4690
FBgn0038470	FBpp0293659	879	0.3834	39	337	0.3709
FBgn0038469	FBpp0293660	649	0.5146	41	334	0.3994
FBgn0051418	FBpp0082873	225	0.6667	47	150	0.4527
FBgn0051419	FBpp0301286	238	0.8067	92	192	0.4586
FBgn0028992	FBpp0082877	326	0.4877	38	159	0.3999
FBgn0038505	FBpp0082878	465	0.5183	79	241	0.4061
FBgn0038506	FBpp0082879	370	0.3351	35	124	0.3476
FBgn0038507	FBpp0082880	395	0.2734	20	108	0.3365
FBgn0038508	FBpp0292767	223	0.4933	49	110	0.3795
FBgn0053333	FBpp0082882	148	0.2297	8	34	0.3263
FBgn0038511	FBpp0082883	753	0.3347	29	252	0.3638
FBgn0038512	FBpp0082884	89	0.4270	19	38	0.4080
FBgn0000564	FBpp0082885	97	0.0000	0	0	0.2517
FBgn0038510	FBpp0112156	312	0.4808	46	150	0.3864
FBgn0038509	FBpp0082887	124	0.6048	43	75	0.3998
FBgn0038504	FBpp0308614	694	0.4438	77	308	0.4019
FBgn0038499	FBpp0082893	662	0.6073	113	402	0.4362
FBgn0038498	FBpp0082894	431	0.4455	60	192	0.3900
FBgn0038516	FBpp0082895	273	0.1392	11	38	0.3135
FBgn0025571	FBpp0082897	787	0.7827	201	616	0.5091
FBgn0038523	FBpp0082901	142	0.5070	28	72	0.3925
FBgn0003375	FBpp0082902	163	0.5031	35	82	0.4108
FBgn0038524	FBpp0082903	465	0.1828	25	85	0.2911
FBgn0038525	FBpp0082904	301	0.5216	71	157	0.3929
FBgn0038526	FBpp0082906	153	0.1634	25	25	0.2327
FBgn0038528	FBpp0082907	137	0.2190	20	30	0.2700
FBgn0038530	FBpp0082908	181	0.3536	25	64	0.3613
FBgn0038531	FBpp0288412	460	0.4043	35	186	0.3843
FBgn0038532	FBpp0303764	1597	0.7658	329	1223	0.4917
FBgn0000063	FBpp0303766	672	0.5774	69	388	0.4328
FBgn0038536	FBpp0082912	253	0.1502	19	38	0.2802
FBgn0051360	FBpp0082913	98	0.4082	24	40	0.3658
FBgn0051249	FBpp0082916	250	0.4760	29	119	0.4034
FBgn0051251	FBpp0082917	306	0.6569	58	201	0.4438
FBgn0038533	FBpp0082923	260	0.1962	22	51	0.3225
FBgn0038529	FBpp0082924	210	0.5810	32	122	0.4184
FBgn0038527	FBpp0082925	131	0.0229	2	3	0.2762
FBgn0004554	FBpp0082926	159	0.0692	10	11	0.2541
FBgn0038519	FBpp0082927	234	0.1966	32	46	0.3632
FBgn0010926	FBpp0082928	852	0.6819	119	581	0.4536
FBgn0038515	FBpp0082929	283	0.4346	38	123	0.3722
FBgn0016650	FBpp0082933	831	0.3225	48	268	0.3377
FBgn0038540	FBpp0082935	121	0.2810	24	34	0.3623
FBgn0038541	FBpp0082936	586	0.3584	82	210	0.3421
FBgn0038545	FBpp0082937	169	0.0473	4	8	0.2236
FBgn0038558	FBpp0082943	109	0.4128	25	45	0.3764
FBgn0038552	FBpp0082947	446	0.3184	33	142	0.3571
FBgn0038551	FBpp0082948	430	0.7488	72	322	0.4550
FBgn0038550	FBpp0304078	381	0.7428	145	283	0.4503
FBgn0038549	FBpp0082950	439	0.7654	161	336	0.5030
FBgn0038548	FBpp0082951	421	0.7126	99	300	0.4715
FBgn0038546	FBpp0082953	433	0.6905	82	299	0.4475
FBgn0038542	FBpp0082956	631	0.3803	94	240	0.3452
FBgn0038539	FBpp0082957	120	0.4500	49	54	0.4129
FBgn0000477	FBpp0082962	366	0.5710	50	209	0.3920
FBgn0038564	FBpp0082963	256	0.3359	57	86	0.3503
FBgn0038565	FBpp0082964	455	0.3341	22	152	0.3658
FBgn0038566	FBpp0082965	448	0.3438	36	154	0.3717
FBgn0003499	FBpp0303083	1271	0.7396	210	940	0.4925
FBgn0038567	FBpp0082968	430	0.3674	27	158	0.3864
FBgn0038568	FBpp0082969	217	0.1382	19	30	0.2883
FBgn0010389	FBpp0082970	729	0.4664	45	340	0.3875
FBgn0022943	FBpp0082973	154	0.4675	28	72	0.4058
FBgn0042693	FBpp0082978	984	0.5112	90	503	0.4353
FBgn0038576	FBpp0082979	648	0.6034	133	391	0.4387
FBgn0038578	FBpp0082980	642	0.4502	36	289	0.3950
FBgn0028499	FBpp0082981	708	0.4393	98	311	0.3899
FBgn0038581	FBpp0082982	438	0.3676	24	161	0.3714
FBgn0038582	FBpp0082983	276	0.5616	51	155	0.4017
FBgn0038585	FBpp0082984	320	0.6719	110	215	0.4543
FBgn0011701	FBpp0082986	612	0.6405	87	392	0.4533
FBgn0020238	FBpp0082987	262	0.4466	33	117	0.4068
FBgn0038589	FBpp0082991	89	0.4494	22	40	0.4069
FBgn0038592	FBpp0082993	475	0.6232	74	296	0.4502
FBgn0026250	FBpp0082994	148	0.5338	41	79	0.4440
FBgn0038597	FBpp0082995	922	0.3373	84	311	0.3652
FBgn0024432	FBpp0082996	111	0.6216	18	69	0.3924
FBgn0038607	FBpp0082997	604	0.9073	148	548	0.5153
FBgn0038609	FBpp0082998	358	0.4497	32	161	0.3854
FBgn0038611	FBpp0083001	966	0.6905	86	667	0.4521
FBgn0038610	FBpp0083003	336	0.2500	23	84	0.3401
FBgn0038608	FBpp0291513	354	0.5847	129	207	0.4633
FBgn0038606	FBpp0311433	880	0.4057	69	357	0.3785
FBgn0038603	FBpp0303345	906	0.5353	74	485	0.4090
FBgn0038602	FBpp0428236	224	0.6518	49	146	0.4394
FBgn0038601	FBpp0083015	384	0.6224	55	239	0.4240
FBgn0010877	FBpp0083016	600	0.7083	99	425	0.4543
FBgn0038598	FBpp0083018	494	0.7247	64	358	0.4400
FBgn0038596	FBpp0083020	108	0.6389	62	69	0.4173
FBgn0038595	FBpp0083021	334	0.2246	25	75	0.3402
FBgn0038593	FBpp0083022	876	0.4132	57	362	0.3822
FBgn0038590	FBpp0083025	379	0.3958	34	150	0.3642
FBgn0038588	FBpp0083026	681	0.4493	90	306	0.4031
FBgn0038586	FBpp0083028	233	0.5279	41	123	0.4071
FBgn0038584	FBpp0083029	560	0.5411	52	303	0.3965
FBgn0038583	FBpp0083030	568	0.8820	193	501	0.5373
FBgn0011481	FBpp0303084	509	0.5246	50	267	0.4048
FBgn0038579	FBpp0083035	135	0.5926	42	80	0.4250
FBgn0038577	FBpp0083036	247	0.2551	28	63	0.3564
FBgn0038569	FBpp0083043	676	0.4660	46	315	0.3702
FBgn0038612	FBpp0083044	207	0.7391	45	153	0.4616
FBgn0038619	FBpp0083050	213	0.4977	30	106	0.3872
FBgn0038626	FBpp0083051	283	0.7562	70	214	0.4613
FBgn0038627	FBpp0083052	147	0.5578	40	82	0.4313
FBgn0038630	FBpp0083054	302	0.3874	30	117	0.3711
FBgn0023083	FBpp0428099	707	0.5644	153	399	0.4479
FBgn0038629	FBpp0083059	1136	0.8169	191	928	0.4907
FBgn0004652	FBpp0290499	960	0.5823	157	559	0.4421
FBgn0051122	FBpp0423141	663	0.5792	91	384	0.4151
FBgn0038621	FBpp0083069	389	0.3445	42	134	0.3360
FBgn0038617	FBpp0083070	487	0.4168	33	203	0.3831
FBgn0028670	FBpp0083071	834	0.3705	59	309	0.3406
FBgn0038613	FBpp0083073	844	0.3270	38	276	0.3276
FBgn0044871	FBpp0083076	232	0.5560	34	129	0.3841
FBgn0051231	FBpp0083077	679	0.7658	94	520	0.4542
FBgn0051229	FBpp0083078	195	0.4308	31	84	0.3468
FBgn0038638	FBpp0083079	537	0.4283	32	230	0.3736
FBgn0051230	FBpp0083081	59	0.2034	11	12	0.2670
FBgn0038640	FBpp0083082	726	0.8292	198	602	0.5126
FBgn0038641	FBpp0083083	614	0.2036	24	125	0.2711
FBgn0051226	FBpp0083090	52	0.0192	1	1	0.2842
FBgn0038653	FBpp0303062	740	0.3635	79	269	0.3616
FBgn0038652	FBpp0083093	681	0.2673	62	182	0.3044
FBgn0038649	FBpp0083097	494	0.3947	48	195	0.3827
FBgn0024329	FBpp0083099	1571	0.5983	131	940	0.4289
FBgn0038646	FBpp0083100	218	0.6284	116	137	0.4440
FBgn0038645	FBpp0083101	225	0.5956	106	134	0.4018
FBgn0038642	FBpp0083102	950	0.9147	623	869	0.4945
FBgn0038632	FBpp0288638	196	0.4796	61	94	0.4129
FBgn0038631	FBpp0083108	145	0.4345	30	63	0.3754
FBgn0038654	FBpp0083109	111	0.5315	24	59	0.3876
FBgn0038655	FBpp0083110	250	0.4960	41	124	0.3958
FBgn0003248	FBpp0083111	381	0.2310	31	88	0.2972
FBgn0038659	FBpp0083112	369	0.6152	51	227	0.4332
FBgn0022338	FBpp0083121	250	0.7040	38	176	0.4428
FBgn0038673	FBpp0083124	200	0.7250	76	145	0.4655
FBgn0038674	FBpp0083125	297	0.1751	14	52	0.3375
FBgn0027785	FBpp0083126	150	0.4800	53	72	0.4040
FBgn0015781	FBpp0083127	280	0.2036	22	57	0.3179
FBgn0038675	FBpp0083128	213	0.9061	112	193	0.5386
FBgn0038676	FBpp0271809	1555	0.8830	171	1373	0.5277
FBgn0004876	FBpp0083130	1213	0.5639	94	684	0.4133
FBgn0027784	FBpp0083131	340	0.6882	56	234	0.4422
FBgn0038672	FBpp0083133	324	0.6327	52	205	0.4260
FBgn0038666	FBpp0083135	509	0.4440	31	226	0.3951
FBgn0038665	FBpp0293234	112	0.6429	41	72	0.4347
FBgn0038662	FBpp0083137	107	0.3551	18	38	0.3615
FBgn0038660	FBpp0083138	524	0.4962	69	260	0.3897
FBgn0038658	FBpp0083139	168	0.2143	8	36	0.3034
FBgn0038656	FBpp0083140	139	0.5036	22	70	0.3750
FBgn0016120	FBpp0083141	178	0.7022	53	125	0.4490
FBgn0038679	FBpp0083143	1784	0.6945	119	1239	0.4529
FBgn0038680	FBpp0083144	536	0.5429	37	291	0.4048
FBgn0038681	FBpp0083145	536	0.5410	39	290	0.4077
FBgn0002962	FBpp0083146	401	0.4963	60	199	0.4126
FBgn0010768	FBpp0083147	535	0.7327	110	392	0.4752
FBgn0038685	FBpp0083148	293	0.6109	85	179	0.4223
FBgn0051475	FBpp0083149	418	0.6244	117	261	0.4603
FBgn0025680	FBpp0083150	542	0.3063	27	166	0.3605
FBgn0038692	FBpp0083151	368	0.7255	78	267	0.4616
FBgn0038695	FBpp0083152	555	0.4036	108	224	0.3952
FBgn0000463	FBpp0083153	833	0.4034	29	336	0.3729
FBgn0038694	FBpp0083155	215	0.9023	176	194	0.5314
FBgn0038693	FBpp0290907	3028	0.4359	94	1320	0.3878
FBgn0038691	FBpp0083157	311	0.3312	33	103	0.3515
FBgn0038690	FBpp0083158	353	0.5297	48	187	0.4049
FBgn0038686	FBpp0304474	558	0.6039	145	337	0.4482
FBgn0038678	FBpp0083168	107	0.6729	40	72	0.4530
FBgn0038700	FBpp0083169	473	0.3869	50	183	0.3633
FBgn0038701	FBpp0083170	480	0.3208	45	154	0.3556
FBgn0038702	FBpp0308297	485	0.3526	55	171	0.3723
FBgn0038704	FBpp0083172	662	0.6450	207	427	0.4695
FBgn0038705	FBpp0428080	486	0.3292	42	160	0.3677
FBgn0038709	FBpp0083182	343	0.7901	56	271	0.4933
FBgn0038708	FBpp0083183	342	0.3333	23	114	0.3604
FBgn0038706	FBpp0083184	382	0.5916	53	226	0.4302
FBgn0051244	FBpp0083186	321	0.6729	58	216	0.4440
FBgn0051245	FBpp0083187	237	0.8861	139	210	0.5354
FBgn0051404	FBpp0083188	274	0.7518	65	206	0.4629
FBgn0038697	FBpp0083189	253	0.8419	71	213	0.4630
FBgn0038715	FBpp0113045	541	0.1756	28	95	0.3000
FBgn0038716	FBpp0083191	540	0.2074	52	112	0.2853
FBgn0038718	FBpp0083193	538	0.2602	30	140	0.3078
FBgn0038719	FBpp0083194	545	0.2239	33	122	0.3099
FBgn0038722	FBpp0083195	546	0.4725	61	258	0.3889
FBgn0051220	FBpp0291554	363	0.5344	37	194	0.4051
FBgn0051219	FBpp0112312	345	0.2203	26	76	0.3364
FBgn0003011	FBpp0083198	485	0.4907	45	238	0.3807
FBgn0038727	FBpp0290431	721	0.6311	74	455	0.4510
FBgn0051216	FBpp0083200	357	0.3782	40	135	0.3555
FBgn0038732	FBpp0083203	542	0.3266	33	177	0.3559
FBgn0038733	FBpp0083204	538	0.3457	26	186	0.3655
FBgn0038734	FBpp0083205	539	0.2412	21	130	0.3352
FBgn0038731	FBpp0083208	546	0.3718	24	203	0.3660
FBgn0038730	FBpp0083209	537	0.3259	24	175	0.3610
FBgn0038725	FBpp0311448	1029	0.5151	77	530	0.3982
FBgn0038723	FBpp0083213	363	0.3636	39	132	0.3664
FBgn0038721	FBpp0291654	1099	0.4186	96	460	0.3599
FBgn0038720	FBpp0083217	585	0.2308	53	135	0.2922
FBgn0051459	FBpp0083222	246	0.4024	78	99	0.3803
FBgn0038735	FBpp0307016	524	0.4008	50	210	0.3824
FBgn0038737	FBpp0083225	250	0.4240	40	106	0.3855
FBgn0038739	FBpp0083226	181	0.1215	10	22	0.2604
FBgn0038742	FBpp0083227	405	0.3185	33	129	0.3468
FBgn0014006	FBpp0289484	1363	0.5605	84	764	0.4160
FBgn0038744	FBpp0290339	888	0.5721	61	508	0.4311
FBgn0038747	FBpp0083230	740	0.7824	167	579	0.4876
FBgn0038751	FBpp0083231	490	0.3755	31	184	0.3448
FBgn0038756	FBpp0083232	86	0.3488	18	30	0.3326
FBgn0051213	FBpp0307228	1809	0.3737	105	676	0.3525
FBgn0038760	FBpp0083234	863	0.6825	188	589	0.4947
FBgn0038766	FBpp0083239	319	0.8276	87	264	0.4892
FBgn0038768	FBpp0083240	521	0.5816	95	303	0.4322
FBgn0038772	FBpp0083244	357	0.7675	84	274	0.4778
FBgn0038771	FBpp0083245	330	0.2636	23	87	0.3415
FBgn0040571	FBpp0083247	68	0.3235	13	22	0.3189
FBgn0038769	FBpp0083248	540	0.6815	87	368	0.4595
FBgn0038767	FBpp0083249	439	0.6651	114	292	0.4510
FBgn0038765	FBpp0083250	345	0.6290	80	217	0.4366
FBgn0038763	FBpp0083252	365	0.3068	38	112	0.3455
FBgn0038761	FBpp0298347	257	0.4864	55	125	0.4039
FBgn0038755	FBpp0083255	462	0.4610	34	213	0.3798
FBgn0021776	FBpp0083256	829	0.8118	92	673	0.4746
FBgn0038753	FBpp0083258	632	0.3434	36	217	0.3320
FBgn0038752	FBpp0083259	573	0.2792	44	160	0.2940
FBgn0038750	FBpp0083260	577	0.1698	22	98	0.2814
FBgn0038749	FBpp0083261	116	0.6897	64	80	0.4557
FBgn0038746	FBpp0083263	324	0.9444	138	306	0.5835
FBgn0038745	FBpp0310666	679	0.3667	31	249	0.3824
FBgn0002940	FBpp0083266	373	0.1394	24	52	0.2816
FBgn0038741	FBpp0083267	381	0.7795	152	297	0.4715
FBgn0038740	FBpp0303069	1408	0.3175	58	447	0.3433
FBgn0038738	FBpp0083269	482	0.2614	21	126	0.3427
FBgn0038773	FBpp0083273	676	0.8817	164	596	0.5241
FBgn0045471	FBpp0083274	386	0.1321	33	51	0.2773
FBgn0038774	FBpp0083275	169	0.6331	41	107	0.4399
FBgn0038775	FBpp0083282	461	0.3601	51	166	0.3643
FBgn0051206	FBpp0306624	198	0.7475	78	148	0.4706
FBgn0003249	FBpp0083284	383	0.3081	35	118	0.3210
FBgn0038788	FBpp0424325	386	0.4041	48	156	0.4040
FBgn0038789	FBpp0307906	678	0.2625	52	178	0.3440
FBgn0038790	FBpp0083292	43	0.5814	16	25	0.4226
FBgn0038796	FBpp0083293	273	0.6410	57	175	0.4167
FBgn0038798	FBpp0083295	408	0.2475	30	101	0.3052
FBgn0038799	FBpp0083296	502	0.2112	35	106	0.2987
FBgn0002869	FBpp0083298	43	0.5116	12	22	0.4122
FBgn0038797	FBpp0306654	304	0.2632	24	80	0.3375
FBgn0038795	FBpp0083302	364	0.2912	39	106	0.3646
FBgn0038787	FBpp0083307	556	0.6691	127	372	0.4333
FBgn0038784	FBpp0083308	233	0.2146	21	50	0.3300
FBgn0038783	FBpp0423078	230	0.4000	31	92	0.3673
FBgn0053192	FBpp0300409	44	0.6591	29	29	0.4486
FBgn0043457	FBpp0271776	355	0.6563	82	233	0.4349
FBgn0038803	FBpp0083313	552	0.3261	26	180	0.3740
FBgn0038806	FBpp0083317	279	0.5305	34	148	0.3929
FBgn0038808	FBpp0271779	109	0.7615	55	83	0.4679
FBgn0038810	FBpp0083319	650	0.6092	68	396	0.4374
FBgn0023097	FBpp0303076	1207	0.6413	70	774	0.4351
FBgn0038815	FBpp0083321	594	0.4815	116	286	0.3997
FBgn0001169	FBpp0083322	1077	0.7382	111	795	0.4787
FBgn0038816	FBpp0306703	2513	0.3756	61	944	0.3727
FBgn0038819	FBpp0083327	381	0.1417	28	54	0.3140
FBgn0051205	FBpp0289679	274	0.4891	45	134	0.3905
FBgn0004107	FBpp0083329	314	0.3599	44	113	0.3684
FBgn0051200	FBpp0083337	284	0.5845	29	166	0.4047
FBgn0051199	FBpp0083338	293	0.2321	15	68	0.3368
FBgn0038821	FBpp0310532	363	0.8595	81	312	0.4776
FBgn0024944	FBpp0303555	751	0.5513	89	414	0.3882
FBgn0038820	FBpp0083343	263	0.2966	48	78	0.3266
FBgn0038818	FBpp0083345	1040	0.5923	126	616	0.4198
FBgn0028422	FBpp0083346	902	0.4224	68	381	0.3794
FBgn0051201	FBpp0110134	897	0.4281	68	384	0.3820
FBgn0015279	FBpp0083348	1088	0.4991	94	543	0.3967
FBgn0038814	FBpp0303061	984	0.3801	54	374	0.3549
FBgn0038811	FBpp0291529	442	0.7036	64	311	0.4385
FBgn0014029	FBpp0083352	419	0.6110	141	256	0.4350
FBgn0038809	FBpp0290027	573	0.5236	70	300	0.4157
FBgn0023212	FBpp0083354	118	0.6271	23	74	0.4350
FBgn0038805	FBpp0083356	284	0.8627	223	245	0.5084
FBgn0038804	FBpp0083357	441	0.3651	32	161	0.3696
FBgn0040575	FBpp0083358	67	0.4478	13	30	0.3728
FBgn0038826	FBpp0306764	761	0.5493	49	418	0.4111
FBgn0019936	FBpp0083371	120	0.7750	72	93	0.4520
FBgn0051223	FBpp0423258	394	0.5381	86	212	0.4142
FBgn0053094	FBpp0306774	495	0.7778	62	385	0.4679
FBgn0038832	FBpp0083374	725	0.6524	99	473	0.4334
FBgn0038833	FBpp0083375	179	0.7430	106	133	0.4806
FBgn0038834	FBpp0083376	132	0.4015	51	53	0.4348
FBgn0028396	FBpp0083378	129	0.3876	49	50	0.3573
FBgn0044812	FBpp0083379	129	0.5736	62	74	0.4000
FBgn0038838	FBpp0083380	138	0.5145	56	71	0.3943
FBgn0044809	FBpp0083381	147	0.3741	22	55	0.3359
FBgn0038840	FBpp0307023	907	0.4168	50	378	0.3788
FBgn0038842	FBpp0112169	445	0.6427	59	286	0.4507
FBgn0051191	FBpp0310710	495	0.7414	92	367	0.4905
FBgn0044810	FBpp0083389	142	0.5634	26	80	0.3886
FBgn0038839	FBpp0083390	228	0.3772	30	86	0.3777
FBgn0038837	FBpp0083391	853	0.3611	35	308	0.3570
FBgn0027493	FBpp0083395	447	0.2729	28	122	0.3527
FBgn0038830	FBpp0083396	149	0.4430	19	66	0.3868
FBgn0038829	FBpp0083397	281	0.7900	133	222	0.5142
FBgn0038828	FBpp0083398	169	0.2663	29	45	0.3093
FBgn0038827	FBpp0083399	1478	0.3965	56	586	0.3802
FBgn0046689	FBpp0083400	393	0.5242	52	206	0.4115
FBgn0051195	FBpp0291398	807	0.5006	101	404	0.3948
FBgn0013995	FBpp0301144	973	0.3967	67	386	0.3275
FBgn0038846	FBpp0083405	133	0.4211	31	56	0.3602
FBgn0026056	FBpp0083406	625	0.7568	173	473	0.4965
FBgn0038847	FBpp0083407	229	0.5721	39	131	0.4163
FBgn0038851	FBpp0083410	325	0.5785	54	188	0.4298
FBgn0038855	FBpp0083411	546	0.4872	87	266	0.4026
FBgn0028468	FBpp0083412	477	0.1300	41	62	0.2593
FBgn0015790	FBpp0083414	214	0.5841	31	125	0.3969
FBgn0010770	FBpp0083415	460	0.6000	163	276	0.4705
FBgn0038858	FBpp0306057	220	0.1909	12	42	0.3218
FBgn0038860	FBpp0083418	684	0.5950	68	407	0.4313
FBgn0038862	FBpp0083419	896	0.5971	95	535	0.4373
FBgn0038866	FBpp0083429	428	0.4696	47	201	0.3837
FBgn0038865	FBpp0083431	554	0.3412	39	189	0.3686
FBgn0038861	FBpp0083432	320	0.5875	33	188	0.4081
FBgn0038859	FBpp0083433	196	0.5969	55	117	0.4079
FBgn0038857	FBpp0083435	286	0.6189	40	177	0.4250
FBgn0038854	FBpp0083437	974	0.3665	62	357	0.3703
