"Probe","gene","FBgn ID","stage/tissue","term"
"LD14743","sqh","FBcl0151306","stage 6-7","Stage 6-7"
"LD14743","sqh","FBcl0151306","stage 6-7","Medium expression (21-40ms exp)"
"LD14743","sqh","FBcl0151306","stage 6-7","Expressed"
"LD14743","sqh","FBcl0151306","stage 6-7","Ubiquitous"
"LD14743","sqh","FBcl0151306","stage 8-9","Ubiquitous"
"LD14743","sqh","FBcl0151306","stage 8-9","Expressed"
"LD14743","sqh","FBcl0151306","stage 8-9","Stage 8-9"
"LD14743","sqh","FBcl0151306","stage 8-9","Medium expression (21-40ms exp)"
"LD14743","sqh","FBcl0151306","stage 10-17","Stage 10-17"
"LD14743","sqh","FBcl0151306","stage 10-17","Expressed"
"LD14743","sqh","FBcl0151306","stage 10-17","Ubiquitous"
"LD14731","CG2249","FBcl0161249","","Annotated by Ronit"
"LD14731","CG2249","FBcl0161249","stage 1-3","Non-Expressed"
"LD14731","CG2249","FBcl0161249","stage 1-3","Stage 1-3"
"LD14731","CG2249","FBcl0161249","stage 4-5","Stage 4-5"
"LD14731","CG2249","FBcl0161249","stage 4-5","Non-Expressed"
"LD14731","CG2249","FBcl0161249","stage 6-7","Stage 6-7"
"LD14731","CG2249","FBcl0161249","stage 6-7","Non-Expressed"
"LD14731","CG2249","FBcl0161249","stage 8-9","Stage 8-9"
"LD14731","CG2249","FBcl0161249","stage 8-9","Non-Expressed"
"LD14731","CG2249","FBcl0161249","stage 10-17","Non-Expressed"
"LD14731","CG2249","FBcl0161249","stage 10-17","Stage 10-17"
"LD33732","CG7971 (LD33732)","FBcl0177475","stage 1-3","Ubiquitous"
"LD33732","CG7971 (LD33732)","FBcl0177475","stage 1-3","Maternal"
"LD33732","CG7971 (LD33732)","FBcl0177475","stage 1-3","Stage 1-3"
"LD33732","CG7971 (LD33732)","FBcl0177475","stage 1-3","Degraded"
"LD33732","CG7971 (LD33732)","FBcl0177475","stage 1-3","Weak expression (>41ms exp)"
"LD33732","CG7971 (LD33732)","FBcl0177475","stage 1-3","Degraded partially stage 3"
"LD33732","CG7971 (LD33732)","FBcl0177475","stage 1-3","Expressed"
"LD33732","CG7971 (LD33732)","FBcl0177475","stage 1-3","Degradation maternal transcripts"
"LD33732","CG7971 (LD33732)","FBcl0177475","stage 4-5","Maternal"
"LD33732","CG7971 (LD33732)","FBcl0177475","stage 4-5","Pole cell exclusion"
"LD33732","CG7971 (LD33732)","FBcl0177475","stage 4-5","Basal localization"
"LD33732","CG7971 (LD33732)","FBcl0177475","stage 4-5","Exclusionary patterns"
"LD33732","CG7971 (LD33732)","FBcl0177475","stage 4-5","Basal enrichment"
"LD33732","CG7971 (LD33732)","FBcl0177475","stage 4-5","Expressed"
"LD33732","CG7971 (LD33732)","FBcl0177475","stage 4-5","Stage 4-5"
"LD33732","CG7971 (LD33732)","FBcl0177475","stage 4-5","Localized"
"LD33732","CG7971 (LD33732)","FBcl0177475","stage 4-5","Embryonic localization patterns"
"LD33732","CG7971 (LD33732)","FBcl0177475","stage 4-5","Weak expression (>41ms exp)"
"LD33732","CG7971 (LD33732)","FBcl0177475","stage 4-5","Degraded partially stage 5"
"LD33732","CG7971 (LD33732)","FBcl0177475","stage 4-5","Yolk cortex enrichment"
"LD33732","CG7971 (LD33732)","FBcl0177475","stage 4-5","Yolk cortex localization"
"LD33732","CG7971 (LD33732)","FBcl0177475","stage 4-5","Degradation maternal transcripts"
"LD33732","CG7971 (LD33732)","FBcl0177475","stage 4-5","Degraded"
"LD33732","CG7971 (LD33732)","FBcl0177475","stage 4-5","Subcellular localization patterns"
"LD33732","CG7971 (LD33732)","FBcl0177475","stage 6-7","Degraded partially stage 6"
"LD33732","CG7971 (LD33732)","FBcl0177475","stage 6-7","Degradation maternal transcripts"
"LD33732","CG7971 (LD33732)","FBcl0177475","stage 6-7","Degraded"
"LD33732","CG7971 (LD33732)","FBcl0177475","stage 6-7","Stage 6-7"
"LD33732","CG7971 (LD33732)","FBcl0177475","stage 8-9","Stage 8-9"
"LD33732","CG7971 (LD33732)","FBcl0177475","stage 8-9","Non-Expressed"
"LD33732","CG7971 (LD33732)","FBcl0177475","stage 8-9","Degraded"
"LD33732","CG7971 (LD33732)","FBcl0177475","stage 8-9","Degradation maternal transcripts"
"LD33732","CG7971 (LD33732)","FBcl0177475","stage 8-9","Degraded completely stage 9"
"LD33732","CG7971 (LD33732)","FBcl0177475","stage 8-9","Degraded partially stage 8"
"LD33759","Arp11","FBcl0167235","stage 1-3","Stage 1-3"
"LD33759","Arp11","FBcl0167235","stage 1-3","Non-Expressed"
"LD33759","Arp11","FBcl0167235","stage 4-5","Non-Expressed"
"LD33759","Arp11","FBcl0167235","stage 4-5","Stage 4-5"
"LD33759","Arp11","FBcl0167235","stage 6-7","Stage 6-7"
"LD33759","Arp11","FBcl0167235","stage 6-7","Non-Expressed"
"LD33759","Arp11","FBcl0167235","stage 8-9","Stage 8-9"
"LD33759","Arp11","FBcl0167235","stage 8-9","Non-Expressed"
"LD33841","dlg1 (LD33841)","FBcl0170020","","Annotated by Eric"
"LD33841","dlg1 (LD33841)","FBcl0170020","stage 1-3","Expressed"
"LD33841","dlg1 (LD33841)","FBcl0170020","stage 1-3","Stage 1-3"
"LD33841","dlg1 (LD33841)","FBcl0170020","stage 1-3","Yolk cortex localization"
"LD33841","dlg1 (LD33841)","FBcl0170020","stage 1-3","Yolk cortex enrichment"
"LD33841","dlg1 (LD33841)","FBcl0170020","stage 1-3","Embryonic localization patterns"
"LD33841","dlg1 (LD33841)","FBcl0170020","stage 1-3","Medium expression (21-40ms exp)"
"LD33841","dlg1 (LD33841)","FBcl0170020","stage 1-3","Subcellular localization patterns"
"LD33841","dlg1 (LD33841)","FBcl0170020","stage 1-3","Membrane associated"
"LD33841","dlg1 (LD33841)","FBcl0170020","stage 1-3","Maternal"
"LD33841","dlg1 (LD33841)","FBcl0170020","stage 1-3","Localized"
"LD33841","dlg1 (LD33841)","FBcl0170020","stage 4-5","Cytoplasmic foci"
"LD33841","dlg1 (LD33841)","FBcl0170020","stage 4-5","Membrane associated"
"LD33841","dlg1 (LD33841)","FBcl0170020","stage 4-5","Stage 4-5"
"LD33841","dlg1 (LD33841)","FBcl0170020","stage 4-5","Expressed"
"LD33841","dlg1 (LD33841)","FBcl0170020","stage 4-5","Cell junction associated"
"LD33841","dlg1 (LD33841)","FBcl0170020","stage 4-5","Maternal"
"LD33841","dlg1 (LD33841)","FBcl0170020","stage 4-5","Embryonic localization patterns"
"LD33841","dlg1 (LD33841)","FBcl0170020","stage 4-5","Localized"
"LD33841","dlg1 (LD33841)","FBcl0170020","stage 4-5","Subcellular localization patterns"
"LD33841","dlg1 (LD33841)","FBcl0170020","stage 4-5","Basal enrichment"
"LD33841","dlg1 (LD33841)","FBcl0170020","stage 4-5","Basal localization"
"LD33841","dlg1 (LD33841)","FBcl0170020","stage 6-7","Cell junction associated"
"LD33841","dlg1 (LD33841)","FBcl0170020","stage 6-7","Subcellular localization patterns"
"LD33841","dlg1 (LD33841)","FBcl0170020","stage 6-7","Stage 6-7"
"LD33841","dlg1 (LD33841)","FBcl0170020","stage 6-7","Cytoplasmic foci"
"LD33841","dlg1 (LD33841)","FBcl0170020","stage 6-7","Basal localization"
"LD33841","dlg1 (LD33841)","FBcl0170020","stage 6-7","Localized"
"LD33841","dlg1 (LD33841)","FBcl0170020","stage 6-7","Membrane associated"
"LD33841","dlg1 (LD33841)","FBcl0170020","stage 6-7","Maternal"
"LD33841","dlg1 (LD33841)","FBcl0170020","stage 6-7","Basal enrichment"
"LD33841","dlg1 (LD33841)","FBcl0170020","stage 6-7","Embryonic localization patterns"
"LD33841","dlg1 (LD33841)","FBcl0170020","stage 6-7","Expressed"
"LD33841","dlg1 (LD33841)","FBcl0170020","stage 8-9","Stage 8-9"
"LD33841","dlg1 (LD33841)","FBcl0170020","stage 8-9","Degraded"
"LD33841","dlg1 (LD33841)","FBcl0170020","stage 8-9","Expressed"
"LD33841","dlg1 (LD33841)","FBcl0170020","stage 8-9","Degraded partially stage 8"
"LD33841","dlg1 (LD33841)","FBcl0170020","stage 8-9","Degradation maternal transcripts"
"LD33841","dlg1 (LD33841)","FBcl0170020","stage 8-9","Maternal"
"LD33841","dlg1 (LD33841)","FBcl0170020","stage 8-9","Ubiquitous"
"LD33778","CG7357","FBcl0171130","stage 1-3","Ubiquitous"
"LD33778","CG7357","FBcl0171130","stage 1-3","Weak expression (>41ms exp)"
"LD33778","CG7357","FBcl0171130","stage 1-3","Stage 1-3"
"LD33778","CG7357","FBcl0171130","stage 1-3","Maternal"
"LD33778","CG7357","FBcl0171130","stage 1-3","Expressed"
"LD33778","CG7357","FBcl0171130","stage 4-5","Ubiquitous"
"LD33778","CG7357","FBcl0171130","stage 4-5","Maternal"
"LD33778","CG7357","FBcl0171130","stage 4-5","Weak expression (>41ms exp)"
"LD33778","CG7357","FBcl0171130","stage 4-5","Degraded partially stage 5"
"LD33778","CG7357","FBcl0171130","stage 4-5","Degradation maternal transcripts"
"LD33778","CG7357","FBcl0171130","stage 4-5","Degraded"
"LD33778","CG7357","FBcl0171130","stage 4-5","Expressed"
"LD33778","CG7357","FBcl0171130","stage 4-5","Stage 4-5"
"LD33778","CG7357","FBcl0171130","stage 6-7","Embryonic localization patterns"
"LD33778","CG7357","FBcl0171130","stage 6-7","Stage 6-7"
"LD33778","CG7357","FBcl0171130","stage 6-7","Weak expression (>41ms exp)"
"LD33778","CG7357","FBcl0171130","stage 6-7","Expressed"
"LD33778","CG7357","FBcl0171130","stage 6-7","Localized"
"LD33778","CG7357","FBcl0171130","stage 6-7","Exclusionary patterns"
"LD33778","CG7357","FBcl0171130","stage 6-7","Degradation maternal transcripts"
"LD33778","CG7357","FBcl0171130","stage 6-7","Degraded partially stage 6"
"LD33778","CG7357","FBcl0171130","stage 6-7","Degraded"
"LD33778","CG7357","FBcl0171130","stage 6-7","Pole cell exclusion"
"LD33778","CG7357","FBcl0171130","stage 6-7","Exclusionary patterns"
"LD33778","CG7357","FBcl0171130","stage 6-7","Subcellular localization patterns"
"LD33778","CG7357","FBcl0171130","stage 8-9","Stage 8-9"
"LD33778","CG7357","FBcl0171130","stage 8-9","Non-Expressed"
"LD33778","CG7357","FBcl0171130","stage 8-9","Degraded"
"LD33778","CG7357","FBcl0171130","stage 8-9","Degradation maternal transcripts"
"LD33778","CG7357","FBcl0171130","stage 8-9","Degraded completely stage 8"
"LD17208","CG6701","FBcl0159401","","Annotated by Eric"
"LD17208","CG6701","FBcl0159401","Male reproductive tissues","Cell type - ED"
"LD17208","CG6701","FBcl0159401","Male reproductive tissues","Ejaculatory Duct"
"LD17208","CG6701","FBcl0159401","Male reproductive tissues","Male reproductive tissues"
"LD17208","CG6701","FBcl0159401","Male reproductive tissues","Adult Tissues"
"LD17208","CG6701","FBcl0159401","Male reproductive tissues","Cytoplasmic-ED"
"LD17208","CG6701","FBcl0159401","Male reproductive tissues","Cytoplasmic Foci - ED"
"LD17208","CG6701","FBcl0159401","stage 1-3","Ubiquitous"
"LD17208","CG6701","FBcl0159401","stage 1-3","Stage 1-3"
"LD17208","CG6701","FBcl0159401","stage 1-3","Maternal"
"LD17208","CG6701","FBcl0159401","stage 1-3","Weak expression (>41ms exp)"
"LD17208","CG6701","FBcl0159401","stage 1-3","Expressed"
"LD17208","CG6701","FBcl0159401","stage 4-5","Stage 4-5"
"LD17208","CG6701","FBcl0159401","stage 4-5","Expressed"
"LD17208","CG6701","FBcl0159401","stage 4-5","Maternal"
"LD17208","CG6701","FBcl0159401","stage 4-5","Weak expression (>41ms exp)"
"LD17208","CG6701","FBcl0159401","stage 4-5","Ubiquitous"
"LD17208","CG6701","FBcl0159401","stage 6-7","Ubiquitous"
"LD17208","CG6701","FBcl0159401","stage 6-7","Maternal"
"LD17208","CG6701","FBcl0159401","stage 6-7","Expressed"
"LD17208","CG6701","FBcl0159401","stage 6-7","Weak expression (>41ms exp)"
"LD17208","CG6701","FBcl0159401","stage 6-7","Stage 6-7"
"LD17208","CG6701","FBcl0159401","stage 8-9","Ubiquitous"
"LD17208","CG6701","FBcl0159401","stage 8-9","Degraded"
"LD17208","CG6701","FBcl0159401","stage 8-9","Expressed"
"LD17208","CG6701","FBcl0159401","stage 8-9","Stage 8-9"
"LD17208","CG6701","FBcl0159401","stage 8-9","Degraded partially stage 8"
"LD17208","CG6701","FBcl0159401","stage 8-9","Degradation maternal transcripts"
"LD17186","Smg1","FBcl0159246","","Annotated by Eric"
"LD17186","Smg1","FBcl0159246","stage 1-3","Non-Expressed"
"LD17186","Smg1","FBcl0159246","stage 1-3","Stage 1-3"
"LD17186","Smg1","FBcl0159246","stage 4-5","Non-Expressed"
"LD17186","Smg1","FBcl0159246","stage 4-5","Stage 4-5"
"LD17186","Smg1","FBcl0159246","stage 6-7","Stage 6-7"
"LD17186","Smg1","FBcl0159246","stage 6-7","Non-Expressed"
"LD17186","Smg1","FBcl0159246","stage 8-9","Non-Expressed"
"LD17186","Smg1","FBcl0159246","stage 8-9","Stage 8-9"
"LD16921","tna (LD16921)","FBcl0155486","","Annotated by Eric"
"LD16921","tna (LD16921)","FBcl0155486","","Annotated by Ronit"
"LD16921","tna (LD16921)","FBcl0155486","stage 1-3","Maternal"
"LD16921","tna (LD16921)","FBcl0155486","stage 1-3","Ubiquitous"
"LD16921","tna (LD16921)","FBcl0155486","stage 1-3","Expressed"
"LD16921","tna (LD16921)","FBcl0155486","stage 1-3","Stage 1-3"
"LD16921","tna (LD16921)","FBcl0155486","stage 1-3","Weak expression (>41ms exp)"
"LD16921","tna (LD16921)","FBcl0155486","stage 4-5","Weak expression (>41ms exp)"
"LD16921","tna (LD16921)","FBcl0155486","stage 4-5","Localized"
"LD16921","tna (LD16921)","FBcl0155486","stage 4-5","Embryonic localization patterns"
"LD16921","tna (LD16921)","FBcl0155486","stage 4-5","Expressed"
"LD16921","tna (LD16921)","FBcl0155486","stage 4-5","Stage 4-5"
"LD16921","tna (LD16921)","FBcl0155486","stage 4-5","Posterior yolk nuclei"
"LD16921","tna (LD16921)","FBcl0155486","stage 4-5","Posterior blastoderm nuclei"
"LD16921","tna (LD16921)","FBcl0155486","stage 4-5","Subset blastoderm nuclei"
"LD16921","tna (LD16921)","FBcl0155486","stage 4-5","Anterior yolk nuclei"
"LD16921","tna (LD16921)","FBcl0155486","stage 4-5","Pole cell exclusion"
"LD16921","tna (LD16921)","FBcl0155486","stage 4-5","Zygotic"
"LD16921","tna (LD16921)","FBcl0155486","stage 4-5","Yolk nuclei"
"LD16921","tna (LD16921)","FBcl0155486","stage 4-5","Exclusionary patterns"
"LD16921","tna (LD16921)","FBcl0155486","stage 4-5","Blastoderm nuclei"
"LD16921","tna (LD16921)","FBcl0155486","stage 4-5","Zygotic starting stage 4"
"LD16921","tna (LD16921)","FBcl0155486","stage 4-5","Subset yolk nuclei"
"LD16921","tna (LD16921)","FBcl0155486","stage 4-5","Anterior blastoderm nuclei"
"LD16921","tna (LD16921)","FBcl0155486","stage 4-5","Subcellular localization patterns"
"LD16921","tna (LD16921)","FBcl0155486","stage 6-7","Exclusionary patterns"
"LD16921","tna (LD16921)","FBcl0155486","stage 6-7","Subcellular localization patterns"
"LD16921","tna (LD16921)","FBcl0155486","stage 6-7","Localized"
"LD16921","tna (LD16921)","FBcl0155486","stage 6-7","Embryonic localization patterns"
"LD16921","tna (LD16921)","FBcl0155486","stage 6-7","Posterior yolk nuclei"
"LD16921","tna (LD16921)","FBcl0155486","stage 6-7","Yolk Nuclei"
"LD16921","tna (LD16921)","FBcl0155486","stage 6-7","Pole cell exclusion"
"LD16921","tna (LD16921)","FBcl0155486","stage 6-7","Exclusionary patterns"
"LD16921","tna (LD16921)","FBcl0155486","stage 6-7","Anterior yolk nuclei"
"LD16921","tna (LD16921)","FBcl0155486","stage 6-7","Expressed"
"LD16921","tna (LD16921)","FBcl0155486","stage 6-7","Zygotic"
"LD16921","tna (LD16921)","FBcl0155486","stage 6-7","Subset blastoderm nuclei"
"LD16921","tna (LD16921)","FBcl0155486","stage 6-7","Subset yolk nuclei"
"LD16921","tna (LD16921)","FBcl0155486","stage 6-7","Blastoderm nuclei"
"LD16921","tna (LD16921)","FBcl0155486","stage 6-7","Stage 6-7"
"LD16921","tna (LD16921)","FBcl0155486","stage 6-7","Weak expression (>41ms exp)"
"LD16921","tna (LD16921)","FBcl0155486","stage 6-7","Anterior blastoderm nuclei"
"LD16921","tna (LD16921)","FBcl0155486","stage 6-7","Posterior blastoderm nuclei"
"LD16921","tna (LD16921)","FBcl0155486","stage 8-9","Segment polarity pattern"
"LD16921","tna (LD16921)","FBcl0155486","stage 8-9","Segmented pattern"
"LD16921","tna (LD16921)","FBcl0155486","stage 8-9","Subset blastoderm nuclei"
"LD16921","tna (LD16921)","FBcl0155486","stage 8-9","Stage 8-9"
"LD16921","tna (LD16921)","FBcl0155486","stage 8-9","Blastoderm nuclei"
"LD16921","tna (LD16921)","FBcl0155486","stage 8-9","Expressed"
"LD16921","tna (LD16921)","FBcl0155486","stage 8-9","Zygotic"
"LD16921","tna (LD16921)","FBcl0155486","stage 10-17","Expressed"
"LD16921","tna (LD16921)","FBcl0155486","stage 10-17","Zygotic"
"LD16921","tna (LD16921)","FBcl0155486","stage 10-17","CNS"
"LD16921","tna (LD16921)","FBcl0155486","stage 10-17","Stage 10-17"
"LD16921","tna (LD16921)","FBcl0155486","stage 10-17","Blastoderm nuclei"
"LD16921","tna (LD16921)","FBcl0155486","stage 10-17","Segmented pattern"
"LD16342","slo (LD16342)","FBcl0151302","","Annotated by Eric"
"LD16296","CG4896","FBcl0151960","","Annotated by Eric"
"LD16296","CG4896","FBcl0151960","stage 1-3","Stage 1-3"
"LD16296","CG4896","FBcl0151960","stage 1-3","Non-Expressed"
"LD16296","CG4896","FBcl0151960","stage 4-5","Non-Expressed"
"LD16296","CG4896","FBcl0151960","stage 4-5","Stage 4-5"
"LD16296","CG4896","FBcl0151960","stage 6-7","Stage 6-7"
"LD16296","CG4896","FBcl0151960","stage 6-7","Non-Expressed"
"LD16296","CG4896","FBcl0151960","stage 8-9","Non-Expressed"
"LD16296","CG4896","FBcl0151960","stage 8-9","Stage 8-9"
"LD16208","Btk29A (LD16208)","FBcl0157728","","Annotated by Eric"
"LD16208","Btk29A (LD16208)","FBcl0157728","","Annotated by Ronit"
"LD16208","Btk29A (LD16208)","FBcl0157728","","3rd Instar Larval Tissues"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 1-3","Ubiquitous"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 1-3","Expressed"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 1-3","Maternal"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 1-3","Medium expression (21-40ms exp)"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 1-3","Stage 1-3"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 4-5","Subcellular localization patterns"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 4-5","Stage 4-5"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 4-5","Degraded"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 4-5","Expressed"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 4-5","Blastoderm nuclei"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 4-5","Pole cell exclusion"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 4-5","Exclusionary patterns"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 4-5","Zygotic"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 4-5","Embryonic localization patterns"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 4-5","Maternal"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 4-5","Localized"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 4-5","Apical exclusion"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 4-5","Subset blastoderm nuclei"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 4-5","Degraded partially stage 4"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 4-5","Degradation maternal transcripts"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 4-5","Single stripe"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 6-7","Gap-gene pattern"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 6-7","Segmented pattern"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 6-7","Apical localization"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 6-7","Stage 6-7"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 6-7","Local terms for zygotic transcripts"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 6-7","Subset blastoderm nuclei"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 6-7","Blastoderm nuclei"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 6-7","Expressed"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 6-7","Zygotic"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 6-7","Embryonic localization patterns"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 6-7","Apical clusters"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 6-7","Localized"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 6-7","Degradation maternal transcripts"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 6-7","Degraded"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 6-7","Degraded completely stage 6"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 6-7","Apical enrichment"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 6-7","Subcellular localization patterns"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 8-9","Stage 8-9"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 8-9","Segment polarity pattern"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 8-9","Subset blastoderm nuclei"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 8-9","Segmented pattern"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 8-9","Blastoderm nuclei"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 8-9","Expressed"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 8-9","Zygotic"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 10-17","Expressed"
"LD16208","Btk29A (LD16208)","FBcl0157728","stage 10-17","Stage 10-17"
